".smooth",".type",".by",".estimate",".se","nitrogen","phosphorus","nymph_density_total_count","longitude","latitude","ecoregion"
"s(nymph_density_total_count)","TPRS",NA,0.0983079254290562,0.0505496732278091,NA,NA,13.3636363636364,NA,NA,NA
"s(nymph_density_total_count)","TPRS",NA,0.262145323575827,0.0641548953742136,NA,NA,15.4242424242424,NA,NA,NA
"s(nymph_density_total_count)","TPRS",NA,-0.186671661853164,0.0692040096444665,NA,NA,17.4848484848485,NA,NA,NA
"s(nymph_density_total_count)","TPRS",NA,0.683860074884352,0.0746127720512022,NA,NA,19.5454545454545,NA,NA,NA
"s(nymph_density_total_count)","TPRS",NA,0.581568409240885,0.146279837836053,NA,NA,21.6060606060606,NA,NA,NA
"s(nymph_density_total_count)","TPRS",NA,0.350369642155536,0.137019905574719,NA,NA,23.6666666666667,NA,NA,NA
"s(nymph_density_total_count)","TPRS",NA,0.423517377271876,0.173130140025341,NA,NA,25.7272727272727,NA,NA,NA
"s(nymph_density_total_count)","TPRS",NA,0.66442217860674,0.206149244259557,NA,NA,27.7878787878788,NA,NA,NA
"s(nymph_density_total_count)","TPRS",NA,0.315198305792241,0.217395795682504,NA,NA,29.8484848484848,NA,NA,NA
"s(nymph_density_total_count)","TPRS",NA,-1.34651841082293,0.283194476561434,NA,NA,31.9090909090909,NA,NA,NA
"s(nymph_density_total_count)","TPRS",NA,-0.390838612044266,0.215649006403179,NA,NA,33.969696969697,NA,NA,NA
"s(nymph_density_total_count)","TPRS",NA,0.567907277538639,0.226600629336983,NA,NA,36.030303030303,NA,NA,NA
"s(nymph_density_total_count)","TPRS",NA,0.957763061398579,0.254270090034574,NA,NA,38.0909090909091,NA,NA,NA
"s(nymph_density_total_count)","TPRS",NA,1.22445839246924,0.331344054259998,NA,NA,40.1515151515151,NA,NA,NA
"s(nymph_density_total_count)","TPRS",NA,1.41716466193428,0.37889788335043,NA,NA,42.2121212121212,NA,NA,NA
"s(nymph_density_total_count)","TPRS",NA,1.49821605091083,0.407942111499125,NA,NA,44.2727272727273,NA,NA,NA
"s(nymph_density_total_count)","TPRS",NA,1.42994674050838,0.366135866423041,NA,NA,46.3333333333333,NA,NA,NA
"s(nymph_density_total_count)","TPRS",NA,1.17605590851437,0.204751793701169,NA,NA,48.3939393939394,NA,NA,NA
"s(nymph_density_total_count)","TPRS",NA,1.02202187715142,0.293364885580326,NA,NA,50.4545454545455,NA,NA,NA
"s(nymph_density_total_count)","TPRS",NA,1.50879815781203,0.40622815565489,NA,NA,52.5151515151515,NA,NA,NA
"s(nymph_density_total_count)","TPRS",NA,2.25438760667354,0.400980959402898,NA,NA,54.5757575757576,NA,NA,NA
"s(nymph_density_total_count)","TPRS",NA,2.74687090286036,0.354451662020674,NA,NA,56.6363636363636,NA,NA,NA
